document,label
재인아 너 퇴임하면 그냥 북한가서 살아라. 내가 매달 짜파구리 한박스씩 보내줄게 .그거 잘 ㅊ먹어라.,1
너 때문에 분통터져 이초딩아,1
언제 북한주민을 먼저생각했냐 헛소리 갈라치기 그만해라,1
당연히 고향이 먼저지 정신적인 고향!,0
철수씨 그냥 그만해....그냥 말장난같고 유치함초등생 같고 로봇같아!!그냥 학자의 길로 돌아오셔요,1
남조선 본부장 문재인,0
조용히 봉사활동이나 하면 이쁘기라도 하지 또 입터네.,0
갈때까지 갔군,1
"분통터진다,,, 너는 아직도 그자리에 있을거냐 !",1
맞는 소리네~~재앙이는 대한만국 대통령이 아니야정은이 똘마니지~/,1
안철수가 정치색을 더해가네. 너무 과하진 말소,1
Poor ChulSoo,0
그냥 조용히 있어라,0
자기 조국 챙기는것이 당연한것 아닌가?,1
본인은 국민먼저 생각하나보져? 본인먼저 돌아보시죠?,1
너 솔직히 사람들이 너 잊을까봐 이러지???? ㅋㅋㅋㅋ,0
온국민이 당신이 다스려주길 원합니다. 통축하여주시옵소서 전하,1
이등싱 또 나오내 재수업개,1
안철수가 맞는 얘기 했네. 남한 대통령이 북한이 먼저인건 말이 안된다,1
대권주자보다는 서울시장이 먼저다 서울시장 검증없이 대권후보자 어림없다 김종인을 제거해서 국민의당으로 들어가서 경선으로 대권주자 되던지 아님 서울시장으로 명성을 드높혀 대권주자로 우뚝서든지 안철수 생각하는게 철없는 아이 초딩같다,1
철수는 왜 정치를 하려는걸까?,1
니 일이나 열심히 하쇼,1
정확히는 북한 정권 먼저죠ㅡ 문재앙은 북한 주민 인권 아닥하고 있으니ㅡ,0
그런 놈들한테 왜 자꾸 양보를 해가지고 나라를 이꼴로 만드셨소?,1
항상 그랬으니 그러려니 하는데...대단한 건 맨날 뒷통수 쳐 맞으면서도 쫄병 노릇 계속 하는 것도 신기하긴 하다..,1
손가락과한글단어수준이왜이레.깊게사색좀해라,1
평생 넌 대통령하지마라.... 까일게 넘나 많다,1
안철수님 항상 응원합니다.차기 대통령 안철수!,1
"문제인은 지 아빠,엄마가 북한사람이고 지도 거의 북한 사람이라고 봐야지 친척들도 다들 북한에 살고문제인은 잘못한게 없다고 본다. 이런 사람을 대통령으로 뽑은 국민이 개돼지고 대가리가 깨진 국민이지",1
철수야 트레킹가자아.. 가을이 이쁘다~,1
김종인은 빨리 안철수 영입해라 이렇게 날카롭고 오금이 저리는 말을 내밷는 사람을 왜 가만 놔두는고 민주당도 벌벌떨게 만든 혁신 전대의 맛을 봐야 이사람이 진짜 대단한 사람이구나하고 느낄거임 김종인은 노욕에 찌든 욕망 걷어두고 안철수를 영입해라 아니면 친박신당에게 뺏긴다,1
그동안 지켜보니 그냥 국민의 힘이랑 똑같네... 차별화하려고 애쓸뿐. 기성정치인의 한계인가. 모 아니면 도,1
어차피 월남한사람. 마음의 고향은 북쪽 아닌가?,1
안철수도 느꼈을걸 좌파가 얼마나 뻔뻔하고 잔인무도한지. 많은 양보뒤에 배신 특히 마지막 손학규는 정점을 찍었지. 나라를 좌우로 나누는게 얼마나 정력낭비냐만 지금 나라는 좌향후로 가는건 확실하다.정면을 볼수있게 중도가 나서야 한다.,1
문정권.. 참담하다.. 이나라..정말 참담하다,1
좌파와 조선족은 사람 취급하는 거 아님.,0
"여기에 시민독재 인민독재를 조장 하는 사람들이 많이 와서 댓글 달았네. 본인들하고 생각이 다르면 논리도 없이 인격모독이나 하고, 발언도 못하게 입다물라하고, 중국 홍위병들 보는것 같다.",1
"청해부대가 아덴만에서 북측 화물선을 소말리아해적에서구해주고 두시간 가까이 더 항로를 동행해주면서 ""같은 동포라 끝까지 지켜주고 싶었다"" 라고 지휘관이 말했다 . 코로나로 우리국민이 조국으로 오는 하늘길이 막혔을때 북한의 도움으로 제3국을 통해 무사히 돌아온 국민도 있다. 남북평화를 가장싫어하는 족속이 왜구이다. 이 토착왜구들아~~ 느그들이 돌아가고픈 시대는 절대 오지않을 것이다.",1
투표잘한분들의 공덕,1
시간지나면 잊혀지겠지하는데 잔펀치에 훅가는것도 모르나보네~~,1
니가 원숭이 밀어줬자나,1
"바보야. 문통 욕한다고 너 지지율 올라가는게 아니잖아. 스스로의 컨텐츠부터 만들고, 뭔가 생산적인 일을 해가면서 문통을 욕해라. 이렇게 욕만 열심히해서 용케 야당유일 대선후보가 된다치자. 네가 누굴 이길수있겠냐.",1
문가 교체선수로 당장 투입하시오!,0
왜 최신순만 볼수 있게 했을까?,1
마라톤 하지 않는 당신을 보니 분통 터지오... 마라톤 할때가 제일 좋아보이오...,1
"집값 정상화는 투기집단에 졌고, 경제는 최저임금 인상에 망했고, 그나마 코로나가 도와 핑계라도 생겼는데.. 북한이라도 좀 성과내보자... 누구생각 같지?",1
찰스씨 그냥 입이나 다물고 기셔,1
안 철수..정신이상 아냐 ??,1
안철수 화이팅해라 열심히 문모닝하고 달리기도 열심히 해서 친박신당 꼭 찍어 대통령감이다 화이팅,1
안철수만큼 진심으로 나라와 국민을 위해 헌신하는 마음으로 정치하는 사람 없습니다,0
북한 열병식과 김정은 연설까지 안방중계되는 세상,1
"암만 대통령이 싫어도 좀 설득력이 있어야죠. 국민 보다 북한을 먼저 챙긴다면 누가 믿어요? 먼저 챙긴 것도 없지만, 다 사연이 있는 겁니다. 으이그~~ 안초딩~",1
세상에 간첩이 어딨냐고 하던 안철수. 밀입국자가 수백만인데 간첩 하나 못들어올까. 니가 그래서 보수표 못얻는거임.,1
유언비어 유포,0
니가 그러니까 깜이 안되는 거야 날씨도 좋은데 달리기나 하셩,1
문재인과 후보단일화 하는 그 순간부터 모든 재앙이 시작되었다.........,1
동감입니다. 댓글에 문재앙 벌레들이 우글 거리네요,0
""" 북한이 먼저다""",1
사람들이 아무리 욕해도 문보단 형이 나아... 응원할게,0
북한동지에게 최소한의 예의를 지키는 것.,1
댓글 작성자들 작성국가 표기에 찬성,1
끝도 없는 막말을 하는거 보니 영혼 없는 안철수한테 꼴통 가정교사가 붙었나 보네 ㅉㅉㅉㅉ 어쩌다가 이렇게 망가졌냐? 다음 대선에서도 떨어지면 이제 정계 은퇴 하셔라..,1
제발.. 그만..,0
ㅋ ㅋ ㅋ 안철수 달리기나 열심히 해라 일본 올림픽 국대로 뽑혀야지?,0
트럼프 대통령 이 last time in Los Angeles Times review might mention 김정은 참수작전 and this will accelerate the Pentagon military specialist teams will join pretty recent attack towards 김정은 to eliminate him right away before china,0
또 화가난 503개돼지,1
"서울시장 양보했는데 양보한 사람의 지지자들에게는 좋은 소리도 못듣고.. 나중에 토사구팽 당하고,, 양보를 해도 사람 봐가면서 고마워 할 줄 아는 사람에게 양보하던가 해라..",1
남과 북이 우리 공무원을 죽였잖아.. 두 독재자들이 사람을 잔인하게 죽이고 방치하고 시신을 불에 태워 죽었는데 서로 핑퐁게임하듯 책임을 안질려고 하네.. 국가는 뭘했습니까? 독재자가 말하기를 조사에 기다려 보자고? 이런 썩을... 세월호사태 학습효과가 있어서 문재인도 책임회피 하기위해 추방부나 해경 또는 장관회의 하면서 실종된 공무원을 월북자로 만들어 책임을 떠넘기는것 같애.. 일종에 알리바이 만들어서 전부 증거조작 했을거라 믿는다..,1
북한 대리인으로 보여집니다,0
철수야. 문대통령 1일1디스로는 김종인이 코방귀도 안뀐다. 내일부터는 1일2디스로 더 노력하길 바란다. ㅋㅋㅋㅋㅋ,0
"넌 이제 너무 멀~어~ㄹ~리 간거같다..... 잘가라 , 다시는 오지마~~~~~~~~~~~",1
북한사람..고향이 북??,1
분통?어쩨 공감이 안가는거는 왜일까?,1
안랩 무료 바이러스 검사 항상 잘 쓰고 있습니다 안철수 만세!,0
미래가 두렵지않은 여당...,1
북한이 좋으면 북한가서 살아야제,1
그나마 답답한 국민가슴을 안철수대표가지적해주니 조금 시원하다.무기력하고 무능한 보수우파 소리는 더이상듣지말고 국민의힘도 결기와 끈질김으로 투쟁해라.,1
그래서 안철수는 소인배이기라 대의를 생각해서 크게봐라. 위대하신 김구선생에 물어봐.,1
언론 인맥이 좋은가 보네요 가끔 이슈 생길때 마다 한마디 하면 기사를 써주니 서울시장 양보할때 이미 정치생명은 끝났다고 봐야,1
"이념의 조국에게는 그저 '황송', 조선이 중국에게 했듯이...",0
진중권. 윤석렬 종류의 배반 쓰레기.....,1
철수 점점 좋아지고 있음,0
초딩비평가,1
좌빨개라도들이 이번 21대총선은 부정선거가 아니라 한다. 부정선거가 아니라면 말로만 아니라고 떠들게 아니라 후딱 재검표 하면 되겠네. 선거법상 국가는 선거무효소송을 제기한 날로부터 180일 이내 재검표하도록 되어있다. 이제 하루 남았다. 국가가 법을 어기면서까지 재검표를 안 하는 이유는 뭔가?,1
맞는 말씀입니다.저는 공산당이 정말 싫어요.,1
이분은... 공감능력이 떨어지는 천재인듯 ...,1
"갈아엎자. 문가와 그 똘마니들. 안철수를 서울시자으로,대통령으로",1
부족하지만 안철수는 사람이기나 하지....아는것도 없고 ...알려고도 않고 ..안다한들 의미없는 어떤 짐슴과는 비교 안됨 !!,1
문재인 분명히 북한에 빚진거 있다... 그러지 않고서야...,0
그래서 왜 뛴거에요?,0
철수의 못된 생각,0
아직도 정신 못차리고 옳고 그름을 분간못하는 천박한 백성들이 있군,1
안철수 대통령,0
국민들은 당신얼굴보는게 더 분통 터집니다.,1
방북 중에 무슨 약점 잡힐 짓을 했나.... 아니면 인척문제....상식적으로 이해가 안되는 친북행보다,1
철수야 철수야 이번에도 대선 나와서떠러지고 미국 가즈아 철새야 철새야,1
크게 보면 다르게 보이지!,0
재앙과 손잡고 자리양보 하던 그 순간의 철수를 잊을수 없다.,1
"●팩트) 한국경제는 선방중: 2019 코로나 이전 경제 성장률 G20내 3위(미국 호주 한국순, 중국인도인니제외) / 2020 경제성장률 oecd 1위 (wb,imf,oecd 공동 예측결과)●",1
암만 그래도 재기는 힘들어보여. 너무 애쓰지마라. 안타깝다.,1
간첩이 어딨냐고 하신분 아닌가? 박원ㅅ이부터 재앙의 시작이었지,1
"철수가 이제 조금 철이 들었네. 꼭 찍어 먹어 보고, 당해 봐야 아나? 안보의식이 해이해지고 종북이 설치게 된 원인 중에 요즘 세상에 간첩이 어디 있어요 라고 한 니 말도 있다. 그것부터 책임을 통감하고 사죄해라.",1
너나잘해라,1
이 나라는 대깨문들이 없어져야 나라가 바로 설듯....,1
"철수야 나는 니가 이전에 요즘에 빨갱이가 어딨냐고 했던 말에 더 분통을 느꼈다, 아직도 그렇게 생각하니?",1
지금시국에 분통안터지는 인간은 간첩들밖에없지.,1
젓 잡고 젓 나 뛰자 철수야~,1
국민보다 북한! 딱 맞네! 북한에게 살해된 사람을 위해서는 말 한마다가 끝이고 국민 죽인 독재자는 영웅 대우 해 칭송하며 계몽군주라고 하는거.... 근데 놀라운건 또 당연하게 생각하는 문빠들이 많아요,1
안철수는 일본이 우선이다 이렇게 얘기하면 철수씨는 어떨까요 ? 안철수 당신도 극우괴물로 바뀌는군요 ㅉㅉ 국개도 뭐도 아닌 분이 자꾸 설치지 마세요,1
지지자 버리고 외국으로잠수탄놈보다는 났지,1
헤어스탈 바꾸셨네요~~~,1
철수야 그냥 자한당으로가렴,1
북한대통령 북한 지령 수행중인듯 국민은 개돼지 내로남불 이게 나라냐,1
제 말이요~~ 국민들 분통 터집니다ㅠㅠ 정권교체가 절실합니다,1
그놈에 분~통 아직 안터졌니? 빨리 터지고 철이나 들기 바란다.,1
무서운 세상..좌팔....언론이 그럴 수 있나.....재앙..수준.....정은 대변인...ㅎㅎㅎ,1
문재인 머릿속 우선순위 : 북한 - 여자 - 조선족 - 3040대깨 - 나머지국민인듯,1
철수형 말이 존나 맞는 말이네,1
넌 대한민국보다 일본이 우선이지?,0
ㅗ,1
도대체 이해가 안된다 어찌하여 북한에게 머리를 조아리는지 정밀 믇고 싶다 김정은이 친동생 처럼 어기고 있다,1
"또, 헛발질..저 통 에들어 가면 저렇게돼나?김문수랑..비숫하게 가네",1
대깨문 조작질 시작되나요~~ㅋ 좋아요 가 압도적인데 악플이 점령했네요.. 다 소용없구요.. 더 강해진 안철수는 지금부터 시작입니다,1
우파들 뭐가 무서워서 침묵하고 눈치만보나?누가 그랬다 행동하지 않는 양심은 악의 펀이라고 이제 움직일때가왔다 언제 까지 저들의 프레임에 갇혀 허우적 될것인가?,1
개돼지국민의 자업자득,1
정치인의 언동이 바람앞의 촛불같이 팔랑거려 그러고 보면 국민들은 옳아 안철수의 지지율이 3%까지 내려간것보면,1
짝짝짝 ~~! 옳소~~~!,0
니 목소리가 제일 분통터져 위엄이라곤 하나도없고 너같은애가 우리나라 대통령되면 다른 나라에서 얼마나 놀려댈까,1
2013년 그네 때는 우리 군이 월북자 총으로 쏴 죽이고 영웅됨. 뭐가 문제인가요? 우리 군이 쏴 죽이면 오케이?,0
"고든창이 문재앙이를 간첩이라고 하지않았나요.안철수,홍준표 이 두 사람중에 한 사람을 대통령으로 만들어야 이나라가 바로선다.문재앙이 보세요.이게 나라입니까! 내 눈엔 양아치들 보다도 더 더러운 패거리들이라고 봅니다.",1
토크콘서트하시던 그때가 그립습니다. 당신의 지금을 그때의 당신이 본다면 어떤 마음이 들까요?아무리 정치꾼이라지만 짧은시간 너무 많이 변한것은 무엇때문일까요?그러지 않아야할 사람이 알면서 모른척 던지는 이런 정치 언어는 정말 역겹습니다. 적어도 당신은 이러면 안되지요.,1
정치를 안할때부터 오직 국민들에게 어떻게 하면 도움이 될까만 생각하며 살아온 사람이 안철수다. 대통령감은 세종대왕처럼 애민정신이 앞서야한다. 그래야 국민들을 위한 정치를 하고 전문가를 배치함으로 모든 부분에서 최대한의 실적을 내기위해 노력할거다. 난 안철수 지지율이 낮아도 안철수를 찍었다. 하지만 이젠 다른 사람이라도 빨갱이만 이길수 있다면 그 누가 됐더라도 찍어야할것같다. 최선이 아니면 차선을 선택해야하니까. 최선이 싫다고 최악을 선택한 많은 국민들때문에 문재인이라는 악몽이 남한에 생겨났다,1
문재앙이도 싫지만 혀짧은 소리 내는 너는 더 싫다.,1
안철수 는 그릇이 아니야. 오세훈 원희룡이 낫다,1
평화 평화 평화!!!그게 진짜 우리나라 국민을 위한 길임,1
그것을 이제서야 안 당신도 참 황당하네...,1
공인회계사입니다. 경제국방미세먼지우한폐렴 4가지 해결이 중합니다. 소득주도성장을 폐지하고이병태교수를 기용하여 경제를 친기업위주로 최저임금중단하고 고용증가에 매진해야합니다. 코드가아닌 진정한 경쟁을 통해 군지도자를 뽑아야합니다. 일단 군통수권자인 문씨를 즉시 내쳐야합니다. 미일대만인도와 유럽등 전세계와 연대하여 중국 미세먼지 우한폐렴 에대해 중국경제폐쇄등으로 처절하게 처벌해야합니다. 그과정에서 유사시에 북한과 중국을 타격하고 점령해야합니다. 미국과 그전에 김정은 시진핑 참수작전과 북중지도자들에대한 위협을 다각적으로 가해야합니다!,1
뛰어 철수야~,0
대체 문재앙은 뭐가무서워서 안철수 상대로 90만댓글조작을 했을까,1
당신이 그런말할 뭐가 되나?,1
정치만 안했으면 훌륭한 사람으로 길이길이 남았을텐데어쩌다 정치병 걸려서 욕먹고 존경하던 사람들마저 실망하며 등돌리고 당신을보면 불쌍해,1
"""안철수, 국민보다 마라톤이 먼저...분통 터져""",1
그입 제발 다물라.,1
안철수대표님 응원해요. 꼭 힘을 내셔서 국민들을 위한 정치와 경제 발전에 힘써주세요.,1
좌표 찍었네..,0
식물 대통령에게 뭘 바라겠나? 그 어떤 기대감도 없으니 언론에 면상 내밀지 말고 조용히 임기 채우고 나가라. 퇴임 후 농사를 짓든 감옥을 가든 관심도 없다. 차기 대통령이 누가 되든 책임을 묻기 전에 희생자와 그 가족의 명예를 회복시켜 주는데 힘써 주었으면 좋겠다.,1
문재인의 대선구호 사람이 먼저다는 북한이 먼저다 였습니다. 우리 모두 속았습니다.,1
"분통터지는 것은 맞는데 안철수씨도 책임이 있다, 사람 볼줄 모르고 양보할 사람에 양보를 해야지. 안철수가 양보한 인간들이 국익과 국민에 해만 끼치고 있잖아, 대통령 되려면 세가 있어야하는데 현실 정치를 너무 몰라.바꾸고 싶고 개혁하려면 정권부터 잡고 하삼, 헬조선에는 마크롱이 안나옴? 지역주의 가득이라 마크롱이 나올수가 없다, 본인의 미숙, 스피치 학원이라도 쉬는 동안 다녔는지,뭘하려는지 모르는 안철수씨 정치. 지지율이 안오르는 것을 반성부터 해야한다.",1
ㅋ ㅋ 큰그림 그려라 철수씨 국민생각 그리해서 세월호때 침묵했나,1
당신 얼굴이 더 분통 터져 뭐하는 인간이야,0
국민이름앞세워 국민열받게하는 묘한재주가있는놈이내 야철수야 제발니꼬라지 안보게좀하자,1
ㅍㅎㅎㅎㅎ당신은 당신만 있으면서~,1
에휴 실망입니다~~~,1
칠수야 재앙이가 북먼저 생각하는 것은 다 어마이 때문이야 알긴 하냐?ㅋㅋㅋㅋ,1
기자양반 기사내려주쇼 사끄러워서 못살것네,1
현정권은 국민을 위해 통일을 하려는게 아니라 통일을 위해 국민을 이용하는거 같다. 아이러니한것은 국민의 70프로 이상은 통일을 반대하고 있다는 것이다. 대통령은 국민의 뜻을 수렴하여 집행하는 자리이다. 지금처럼 모든것을 본인만의 신념으로 밀어부치는 것은 대통령이 아니라 왕이다. 현재 대한민국은 왕의 정치가 이뤄지고 있는 나라이다. 왕이 제일 잘못한 사람이지만 그런사람을 왕이되도록 만든 국민의 잘못도 크다. 모두 반성해라.,1
너도 똑같은 놈이야,0
누굴탓하겠나 멍청한 국민들이 밀어주는데,1
"새 정치를 기치로 내걸고 등장했던 당신도 결국, 네거티브 비방에, 북한 문제 걸고 넘어지는 구태 정치에 함몰되네. 똑똑한 당신마저 별 수 없는 걸 보면, 그쪽 국민 수준이 딱 거기라서겠지. 그렇다면 진중권, 서민 이런 사람들도 결국 그렇게 되겠네.",1
찰스 철수 초딩 분통터져서 안보이면 좋을시구~~~,1
안철수 눈썹문신했나???,1
더불어 좀 그만 찍자 이기 사람사는거가 짐승사는거가,1
그인간은 우리 대통령 아니고 김정은 졸개입니다,1
니가더분통터져ㅋㅋㅋㅋ,1
대깨들 지령받았냐? 게시판이 왜 이래?,1
박원순 문재앙같은 애들만 골라서 뒷빨해준 희대의 멍신,1
주사파들이 자유대한민국을 집어삼키기 직전이다.김정은이 한마디하면 정규방송도 중지하고 속보로 내보내는데 뭐..,1
내눈엔 문프가 이완용이보다 더한 인간이다,1
"작은걸 취하려다 큰걸 잃고, 여지껏 실체도 없는 새정치만 부르짓다 안먹히니 대안없는 험한 말 섞어가며 비난만..차기 지도자라면 비전를 보여줘야 할텐데 정치한지 10년동안 뭔가를 보여준건 없다..일베 극우들이 국민의 짐에 인재가 없으니 하다하다 안철수를 빨아준네",1
찰스 미국으로 또 안가냐?,0
"이정권들어 국민,국민 외치던데 알고보니 지지층(친문,친문네티즌,문빠 등),북한인민 이었다 그렇치 않고는 서민들 이렇게 괴롭힐 수가 없다///자영업자 몰락하고,부동산 가격폭등,전월세 폭등은 누구 탓인가?",1
나는 너 때문에 분통 터져 .. 저리 좀 가,0
이런놈들인줄모르고 밀어주고한거냐 ㅎㅎ 모지리,1
그나마 잘하는건 쇼...이젠 북쇼도 보여주네,1
당신도 한때는 한패거리였잖아 ㅎㅎㅎ,1
"요즘 세상에 빨개이 없다며? 철수야, 저런소리 할려면 사과부터 하고나서 하는게 순서가 아닐까?",1
가만히 계세요!!!,0
너볼때마다 분통터져,1
우리 나라가 여기 한 줌도 안되는 대깨들한테 언제부터 선전선동 분탕질 놀아나는 대한민국이 되었나?북한 선전 방송 김정은 열병식을 북한 정규 방송 처럼 내보네질 않나 참 우려스럽다 이제 나라를 걱정하는 침묵하는 다수의 우국 충정들이 나서야 할때가 된것같다,1
철수보면 분통터져... 김종인 비대위원장도 얼마나 분통터지면맨날 안철수 아니라고 선 긋는중...,1
철수는 맨난 흠집내기에 급급하구나,1
역시 안씨는 초딩 수준입니다.,0
"논리는간데없고 말작난 쏟아내며 정치판의 입지찾아 헤매는 저질스런 정객들의 면면을 보면서, 한심하단 생각이 들면서도 다른 한편 측은하단 마음도 있다. 힐난만할게 아니라 안철수 금태섭 진중권 김경울 서민 권경애 같은 이들의 처지도 이해할 필요가 있다고 본다. 민주 진보측에서 이미 신뢰와 입지를 상실한 마당에, 국힘당과 그추종자들 보다 한층더 자극적인 궤변과 요설을 쏟아내야만, 포기하지 못할 정치계에서 미몽과 발언권을 움켜쥘수 있을거라는 절박감 때문 아니겠는가? 변절과 요설이 강연재 이언주 조경태 김경재 등등만의 전유물은 아니잖은가 ~",1
촛불 민중의 힘으로 그자리앉혀줬더니 이제 국민이 다시 목소리를 내려고하니 집회를금지 이것만봐도 답나왔음 우리나라국민이 북한의총에 맞고 불태위졌는데도 월북프레임으로넘어가려는 비상식적인태도에도 아무렇지도않다는건 우리나라사람아니다,1
저 철수보면 내 속이 탄다. 타..... 니나 잘하지 왜 그렇게 문대통령 못까서 난리니?? 그리고 당신 조만간에 짐당 들어갈려고 하는거 아니야?,1
너는 정치를 왜하냐?,1
철수니도 별수없네. 북한장사나 하고 안타깝다. 국민들은 더이상 너를. 새로운 정치인이라 생각안한다,1
난 당신보면 분통터진다,0
철수는 정치 하는 사람인가 ?야는 가끔 뜬구름 잡는 얘기를 한다니까 ?,1
기자시엑기느은 할일없으면 따아알이나 츠어라아,1
알바 한다고 고생들 많으심,1
"뭘 당연한 것 가지고 세삼스럽게 목청을 높이시네. 달님에게 어버이 수령님은 하늘 같은 분이신데, 그만 둘 수 있나? 남한의 돈과 물자가 암암리에 몽땅 올라가고 있을 것.",1
넌 국민보다 마라톤이잖아?? ㅋㅋㅋㅋㅋ,0
과거에 실수 있음 반성하고 진보하면 되는거야~ 지 스타일 좋은지 아닌지 모르고 고수하는 사람이 이상한거지~ 항상 업데이트 하세요~ 완벽한 사람은 없답니다~ 화이팅~ 정체되면 모든게 썩어요~,0
궁민의 반은 어차피 공산주의를 원하고 김정은을 수령으로 생각하고 있다 그들은 나머지 반을 노비로 만들어 조선시대로 돌아가기를 고대하고있다,1
문씨랑 같이 은퇴해라~ 왜 또 기어나오니~ 꼴베기싫타,1
문재인 북한 감싸는동안 ICBM 완성됐네.책임져라,1
진짜 분통터집니다.... ㅡ.ㅡ,0
달리기만 쳐한녀석이 할말이냐?,1
이제야/깨달았구만//그런데/늦은것같다///적화의 고지를/넘어선것같으니,1
좋아요 가 절대적으로 많은데 댓글엔 비난이 많다는건 댓글 알바들 ?,1
"촛부시위하고, 문씨 당선되게 도와준 주제에.... 쑈 한다. 서울시장도 박씨 한테 양보한 주제에...",1
세상이 변했는데도 아직도 북한타령하는 한심한것들.. 정신세계가 아직도 30~40년전에 머물러 있으니 니네가 국민의 짐인거다..,1
"어차피 저런 논리가 국민이 설득될 말이라면 인기를 얻을 것이고, 대선에서 선택 받으면 된다... 그건 정치인 본인이 노력해야 할일이다... 분노역시 일종의 감성 팔이다... 아주 인류 역사에 잘통하는 감성팔이.... 분노로 결정을 내리는 것만큼 오판을 하기 쉬운것은 없다...",1
이번에는 죽자살자하고 통합을 해야한다. 아직나이도 있는데 성급하게 하지마라 .간보다가 통내주고 간보다가 서울시장 내줬자나. 이젠 세번째 마지막이다,1
안철수대표님...대한민국과 대한민국국민을위해 이번엔꼭큰일을하실거라믿겠습니다.♡화이팅하세요.,1
그러게 왜 촛불을 들었니? 쓰레기차라고 보내놓고 똥차부른게 당신이잖소,1
"안철수, 대안보다 비난 먼저... 분통터져",0
대깨moon들 지령받고 몰려온다ㅋㅋㅋㅋㅋㅋㅋ,1
아무당이나 합당하는 사람이 할말은 아니지. 집안 단속이나 먼저 하시고...,1
짱,0
"""사람이 먼저다"" 어디로 갔는가???....또 평등?, 공정?, 정의?는 언제 살아 날까???....??? .........???",1
대통령은 이 사람이 됐어야 했다.,0
너 라면 어쨌을 건가? 묻는 답에 대답해 줄래? 싫다~ 자신만 아는 너 자신을 좀 알아라~~ 👊👊👊,0
또 부러운가보네,1
",아직두 주식 해먹을께 남았니",1
지 애해관계에 맞아서 합당했어놓구이젠 어려우니 뻘겅이팔이ᆢ정치는 뭐하러 시작해가지고는ᆢ,1
그래서?,0
미안하지만 안철수는 인터넷에서만 대통령이다...,0
그래서. 전쟁이라도 하자고?,0
"철수님 예언이 다 맞았어요 우리는 촛불에, 가짜정의에, 드루킹에 그리고 조작선거에 완전 사기 당했어요. 지지합니다 당신을",1
초딩~국민보다 대권먼저~반장되고 싶퍼요!,1
세월호와 함께 바다에 수장된 인명만큼 북측의 총구에 사살되면 그 때 방향전환 하지 않을까요.?,1
그러게요 댓글 쓰는거 보면 아직 대한민국 더망해야 정신차릴듯 지금망해가고 있는거모르나 아마 피누물 흘릴날이 다욱많아질듯 그래도 골수놈들은 모를든 기다리시오 시간이 당신들을 더을파팍하게만들것 그땐 북으로 가시오 제발 한국에 살지말고,1
안철수는 인간적이고 천재이다,0
"굉장히 1차원적인 사고 방식이다.. 대통령은 모든 관점에서 세상을 봐야한다.... 북한이라는 존재는 남한의 안보적 위협이다... 국민을 지키기 위해서는 무조건 상대와 건건히 부딪치는 것이 아니라, 어떻게 평화와 국가적 안정을 도모할 것인지 고민해야 한다.. 박정권때도 남북관계 개선은 북한에 대한 강한 대응과 함께 항상 투트랙으로 전개한다는게 당시 정부의 발표였다... 지금도 다를게 없고...",1
근데 왜 저런놈이랑 합당하셨어요?왜 성추행범한테 표 몰아줬어요??그땐 몰랏어요?,1
철수야 고마해,1
요즘 세상에 빨갱이가 어딨냐던 놈이 할말은 아니지 않니?,1
안철수 어쩌다 이렇게 되었지. 정치에 들어오지 않았다면 정말 존경받는 인물이 되었을텐데. 사람이 이렇게 되는구나.,0
"맞는 말이다,,, 문재인보다 안철수가 훨씬 낫다,, 안철수가 왜 저런 인간한테 양보해가지고는,, 정말 그때로 시간을 되돌렸으면 정말 안타깝다",1
철수 형은 이제 정계에서 철수할 때가 된 것 같아요. 철수 부탁드려요.,0
■■난 당신이 뉴스에 나올때마다 분통이 터지는데...,1
안철수를 차기 대통령으로~~~~,0
통신지 2만원 주소~ 철수하고 호영때문에 못 벋앗다,1
니 면상 보면 분통터진다,1
"홍시 떨어지길 기대하며, 남 탓만 하지 말고 일을 좀 하시지. 원참.",1
"마라톤이 어울렸는데 , , ,",0
안철수씨 나는 당신 보면 분통이 터진다..에라이,1
원래 뿌리가 이북사람인데 그럼 어쩌겠어...이북에 가까운 친척들도 많다고 하고...그런 하자있는 인간을 뽑아 놓고 아몰랑 지지하는 것들이 문제지,1
문재앙 열병식 참석했나 확인 바람 서열 3000번은 열병식 참석 안되나?,1
분통터지고 분노하고 경악하는게 맞는데 이놈들은 가족이이런상황이 발어져도 지금과 똑같을까 국민들 옥숨은 안중에도 없고 북한바라기가 하늘을찌느니 미래른 안봐도 번한듯 가히 위헝한 힌국,1
아직도 이사람은 집에 안가고 뭐하나?,1
과거 민주당식.문재인식으로 현정권을 풀어보면 공정.공평.투명 합니까? 투명하지 않습니까? 그렇다에 공감.그렇지 않다에 비공감.,1
그나마 기생충 질병에 걸린 대한문국을 제대로 진단할 줄 아는 대한민국 국민 중의 한사람이라고 본다. 대통령 함해서 백신으로 대한민국 기생충 놈들 싸그리 박멸했으면 좋겠다.,1
헐 댓글들보소. 이렇게 바른말에도 재앙이편드는 애들이 이리도 많다니. 세상은 참말로 놀라워. 미꾸라지가 개천을 흙탕물로 바꾸네.,1
난 너한테 분통터져 니가 문재인을 대통령 만들어 준 거 잖아.....그리고 다음대선에 또 국민의당으로 기어나와서 우파표 갈라먹을 거잖아,1
안철수가 아니라 문제인이 이상한 놈이었어,0
이 세상 바보는 잊혀질만 하면 툭 기나와서 사람들 웃기고 들가네 허ㅋ,1
